"","month","year","Date","Site.Name","COUNTY","meanLAT","meanLONG","Ozone","PM2.5"
"274",1,2018,2018-01-24,"Millbrook School","Wake",35.856111,-78.574167,31,20
"275",1,2018,2018-01-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,9
"276",1,2018,2018-01-24,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,15
"277",1,2018,2018-01-25,"Bryson City","Swain",35.434767,-83.442133,NA,26
"278",1,2018,2018-01-25,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,13
"279",1,2018,2018-01-25,"Clemmons Middle","Forsyth",36.026,-80.342,NA,34
"280",1,2018,2018-01-25,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,43
"281",1,2018,2018-01-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31,30
"282",1,2018,2018-01-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,34
"283",1,2018,2018-01-25,"Leggett","Edgecombe",35.988278,-77.5843,NA,8
"284",1,2018,2018-01-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,NA,27
"285",1,2018,2018-01-25,"Millbrook School","Wake",35.856111,-78.574167,31,35
"286",1,2018,2018-01-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,NA,13
"287",1,2018,2018-01-25,"West Johnston Co.","Johnston",35.59095,-78.4622,NA,25
"288",1,2018,2018-01-26,"Bryson City","Swain",35.434767,-83.442133,NA,52
"289",1,2018,2018-01-26,"Castle Hayne","New Hanover",34.364167,-77.838611,NA,6
"290",1,2018,2018-01-26,"Clemmons Middle","Forsyth",36.026,-80.342,NA,58
"291",1,2018,2018-01-26,"Durham Armory","Durham",36.0329550008979,-78.904037,NA,46
"292",1,2018,2018-01-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,8
"293",1,2018,2018-01-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34,46
"294",1,2018,2018-01-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,NA,57.6666666666667
"295",1,2018,2018-01-26,"Leggett","Edgecombe",35.988278,-77.5843,NA,16
"296",1,2018,2018-01-26,"Linville Falls","Avery",35.972347,-81.933072,NA,18
